#Filename=G:\File_Exchange\Raoul_Paula\pdms_35t1_afm_041124\Image_00031_20241104.nid
#Date=04-11-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.125959N/m
#Deflection-Sensitivity=5e-09m/V
#SpecMode=Map
#SpecMap-Dim=-1e-05;1e-05;-1e-05;1e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=3
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=10240
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [N];Z-Axis-Out [m]
-1.41285e-06;0.00451207;-3.39781e-06
-1.41187e-06;0.00454087;-3.39683e-06
-1.41089e-06;0.00451576;-3.39585e-06
-1.40967e-06;0.00432588;-3.39488e-06
-1.4089e-06;0.00452641;-3.3939e-06
-1.40768e-06;0.00454772;-3.39292e-06
-1.40641e-06;0.00431579;-3.39195e-06
-1.40534e-06;0.00456283;-3.39097e-06
-1.40474e-06;0.00448955;-3.38999e-06
-1.40338e-06;0.00451669;-3.38902e-06
-1.40269e-06;0.00453873;-3.38804e-06
-1.4016e-06;0.00459468;-3.38706e-06
-1.40065e-06;0.00465766;-3.38609e-06
-1.39955e-06;0.0048103;-3.38511e-06
-1.3985e-06;0.00440916;-3.38413e-06
-1.39753e-06;0.0045814;-3.38316e-06
-1.39669e-06;0.0046471;-3.38218e-06
-1.39565e-06;0.00451755;-3.3812e-06
-1.39516e-06;0.00470318;-3.38023e-06
-1.39399e-06;0.00452574;-3.37925e-06
-1.39283e-06;0.00457443;-3.37827e-06
-1.3919e-06;0.00451217;-3.3773e-06
-1.39109e-06;0.00461355;-3.37632e-06
-1.39014e-06;0.00468733;-3.37534e-06
-1.38925e-06;0.00456283;-3.37437e-06
-1.38825e-06;0.00444543;-3.37339e-06
-1.38704e-06;0.00461919;-3.37241e-06
-1.38591e-06;0.00451444;-3.37144e-06
-1.38494e-06;0.00452787;-3.37046e-06
-1.38412e-06;0.00455579;-3.36948e-06
-1.38307e-06;0.00470566;-3.36851e-06
-1.3821e-06;0.00451354;-3.36753e-06
-1.38112e-06;0.00480348;-3.36655e-06
-1.3799e-06;0.00470121;-3.36558e-06
-1.37918e-06;0.00455819;-3.3646e-06
-1.37806e-06;0.00454465;-3.36362e-06
-1.37724e-06;0.00452543;-3.36265e-06
-1.37626e-06;0.00461927;-3.36167e-06
-1.3752e-06;0.00474291;-3.36069e-06
-1.37432e-06;0.00473702;-3.35972e-06
-1.37329e-06;0.00454463;-3.35874e-06
-1.37237e-06;0.00443058;-3.35776e-06
-1.37128e-06;0.00437426;-3.35679e-06
-1.37012e-06;0.0043387;-3.35581e-06
-1.36933e-06;0.00455603;-3.35483e-06
-1.36813e-06;0.00442628;-3.35386e-06
-1.36698e-06;0.00456287;-3.35288e-06
-1.3662e-06;0.00437245;-3.3519e-06
-1.36493e-06;0.00439592;-3.35093e-06
-1.36401e-06;0.00444943;-3.34995e-06
