
// =========================================================================================================
// 2024-10-24, 14:45:56
//        Time [s]        Pos X [um]        Pos Y [um]        Pos Z [um]      Force A [uN]      Force B [uN]
// =========================================================================================================
           3.90000           0.06300           0.00300       -3796.83000          -2.11248          -0.02355
           3.91000           0.06400           0.00300       -3796.83000          -2.87750          -0.02355
           3.92000           0.06300           0.00400       -3796.83100           0.11883           0.02103
           3.93000           0.06300           0.00400       -3796.83100          -1.98497           0.02103
           3.94000           0.06300           0.00400       -3796.83000          -0.96495           0.00192
           3.95000           0.06300           0.00300       -3796.83000          -1.66621          -0.07450
           3.96000           0.06300           0.00300       -3796.83000          -0.32743           0.02740
           3.97000           0.06300           0.00400       -3796.83000          -1.79372          -0.06176
           3.98000           0.06400           0.00400       -3796.83000          -2.04872          -0.09997
           3.99000           0.06300           0.00400       -3796.83000          -0.70994          -0.01081
           4.00000           0.06300           0.00400       -3796.83000          -1.66621          -0.08723
           4.01000           0.06400           0.00400       -3796.83000          -0.96495           0.07198
           4.02000           0.06400           0.00300       -3796.83100          -0.58244           0.02740
           4.03000           0.06300           0.00400       -3796.83000          -0.96495           0.04013
           4.04000           0.06300           0.00400       -3796.83000          -1.34746          -0.03629
           4.05000           0.06300           0.00400       -3796.83000          -0.90119           0.07198
           4.06000           0.06300           0.00300       -3796.83100          -0.32743           0.04013
           4.07000           0.06300           0.00400       -3796.83100          -0.96495           0.02740
           4.08000           0.06300           0.00300       -3796.83000          -1.28370           0.05287
           4.09000           0.06300           0.00300       -3796.83000          -0.70994          -0.02355
           4.10000           0.06300           0.00300       -3796.83000          -0.58244           0.07198
           4.11000           0.06400           0.00300       -3796.83000          -0.26368           0.07834
           4.12000           0.06400           0.00300       -3796.83000          -0.77369           0.01466
